763
hvmyau zqlgze wpkznr xpxhgh lmzcda mslvzl bmimka anysax pyeuac yjeqhh ajndpy ntducz yzdwbl cxhinx nmttri hpuyzb ahrnxe aklavx
7 2 4 14 16 6 13 11 12 1 5 9 10 15 17 18 3 8
3 19 1 -1 -1 {1}
2 19 0 -1 -1 {0}
342 11 X 3 2 {0, 1}
640 8 X 574 583 {0, 1, -1}
669 7 X 570 640 {0, 1, -1}
721 6 X 682 669 {0, 1, -1}
740 5 X 708 721 {0, 1, -1}
39 16 X 7 3 {0, 1}
225 12 X 7 39 {0, 1}
364 11 X 3 225 {0, 1}
90 14 X 3 13 {0, 1}
41 16 X 13 3 {0, 1}
99 14 X 3 41 {0, 1}
250 12 X 90 99 {0, 1}
375 11 X 3 250 {0, 1}
520 10 X 364 375 {0, 1}
12 17 X 2 7 {0, 1}
40 16 X 7 12 {0, 1}
233 12 X 40 39 {0, 1}
370 11 X 3 233 {0, 1}
525 10 X 370 375 {0, 1}
615 9 X 520 525 {0, 1}
96 14 X 3 35 {0, 1}
177 13 X 3 96 {0, 1}
290 12 X 177 3 {0, 1}
398 11 X 3 290 {0, 1}
480 10 X 3 398 {0, 1}
17 17 X 6 3 {0, 1}
38 16 X 3 17 {0, 1}
166 13 X 3 38 {0, 1}
278 12 X 166 3 {0, 1}
393 11 X 3 278 {0, 1}
535 10 X 393 398 {0, 1}
595 9 X 480 535 {0, 1}
255 12 X 96 3 {0, 1}
380 11 X 3 255 {0, 1}
475 10 X 3 380 {0, 1}
232 12 X 38 3 {0, 1}
369 11 X 3 232 {0, 1}
524 10 X 369 380 {0, 1}
590 9 X 475 524 {0, 1}
646 8 X 595 590 {0, 1}
681 7 X 615 646 {0, 1}
93 14 X 3 31 {0, 1}
204 13 X 93 31 {0, 1}
314 12 X 204 3 {0, 1}
405 11 X 3 314 {0, 1}
252 12 X 93 3 {0, 1}
377 11 X 3 252 {0, 1}
540 10 X 405 377 {0, 1}
33 16 X 3 12 {0, 1}
94 14 X 3 33 {0, 1}
206 13 X 94 33 {0, 1}
316 12 X 206 3 {0, 1}
407 11 X 3 316 {0, 1}
91 14 X 3 27 {0, 1}
251 12 X 91 3 {0, 1}
376 11 X 3 251 {0, 1}
542 10 X 407 376 {0, 1}
628 9 X 540 542 {0, 1}
98 14 X 3 38 {0, 1}
208 13 X 98 38 {0, 1}
318 12 X 208 3 {0, 1}
409 11 X 3 318 {0, 1}
92 14 X 3 30 {0, 1}
114 14 X 38 30 {0, 1}
203 13 X 92 114 {0, 1}
313 12 X 203 3 {0, 1}
404 11 X 3 313 {0, 1}
544 10 X 409 404 {0, 1}
559 9 X 3 544 {0, 1}
690 7 X 628 559 {0, 1}
720 6 X 681 690 {0, 1}
67 15 X 31 27 {0, 1}
238 12 X 67 3 {0, 1}
373 11 X 3 238 {0, 1}
95 14 X 3 34 {0, 1}
253 12 X 95 3 {0, 1}
378 11 X 3 253 {0, 1}
527 10 X 373 378 {0, 1}
11 17 X 2 4 {0, -1}
24 16 X 1 11 {0, -1}
65 15 X 24 18 {0, -1}
236 12 X 65 1 {0, -1}
326 11 X 1 236 {0, -1}
79 14 X 1 21 {0, -1}
241 12 X 79 1 {0, -1}
329 11 X 1 241 {0, -1}
505 10 X 326 329 {0, -1}
620 9 X 527 505 {0, 1, -1}
57 15 X 3 35 {0, 1}
141 14 X 57 35 {0, 1}
188 13 X 3 141 {0, 1}
297 12 X 188 3 {0, 1}
402 11 X 3 297 {0, 1}
482 10 X 3 402 {0, 1}
16 17 X 5 1 {0, -1}
25 16 X 1 16 {0, -1}
66 15 X 25 20 {0, -1}
237 12 X 66 1 {0, -1}
327 11 X 1 237 {0, -1}
48 15 X 1 23 {0, -1}
130 14 X 48 23 {0, -1}
160 13 X 1 130 {0, -1}
273 12 X 160 1 {0, -1}
336 11 X 1 273 {0, -1}
507 10 X 327 336 {0, -1}
597 9 X 482 507 {0, 1, -1}
267 12 X 141 3 {0, 1}
389 11 X 3 267 {0, 1}
478 10 X 3 389 {0, 1}
264 12 X 130 1 {0, -1}
334 11 X 1 264 {0, -1}
506 10 X 327 334 {0, -1}
593 9 X 478 506 {0, 1, -1}
648 8 X 597 593 {0, 1, -1}
684 7 X 620 648 {0, 1, -1}
86 14 X 1 65 {0, -1}
198 13 X 86 65 {0, -1}
308 12 X 198 1 {0, -1}
339 11 X 1 308 {0, -1}
76 14 X 1 18 {0, -1}
240 12 X 76 1 {0, -1}
328 11 X 1 240 {0, -1}
510 10 X 339 328 {0, -1}
627 9 X 540 510 {0, 1, -1}
87 14 X 1 66 {0, -1}
200 13 X 87 66 {0, -1}
310 12 X 200 1 {0, -1}
341 11 X 1 310 {0, -1}
78 14 X 1 20 {0, -1}
151 14 X 66 20 {0, -1}
192 13 X 78 151 {0, -1}
301 12 X 192 1 {0, -1}
337 11 X 1 301 {0, -1}
512 10 X 341 337 {0, -1}
558 9 X 3 512 {0, 1, -1}
689 7 X 627 558 {0, 1, -1}
723 6 X 684 689 {0, 1, -1}
742 5 X 720 723 {0, 1, -1}
752 4 X 740 742 {0, 1, -1}
117 14 X 41 13 {0, 1}
352 11 X 3 117 {0, 1}
515 10 X 342 352 {0, 1}
348 11 X 3 90 {0, 1}
514 10 X 342 348 {0, 1}
635 8 X 515 514 {0, 1}
697 7 X 635 656 {0, 1}
175 13 X 3 93 {0, 1}
358 11 X 3 175 {0, 1}
518 10 X 356 358 {0, 1}
174 13 X 3 91 {0, 1}
357 11 X 3 174 {0, 1}
517 10 X 354 357 {0, 1}
613 9 X 518 517 {0, 1}
680 7 X 613 638 {0, 1}
729 6 X 697 680 {0, 1}
97 14 X 3 36 {0, 1}
113 14 X 36 34 {0, 1}
256 12 X 97 113 {0, 1}
381 11 X 3 256 {0, 1}
523 10 X 366 381 {0, 1}
80 14 X 1 22 {0, -1}
112 14 X 22 21 {0, -1}
245 12 X 80 112 {0, -1}
332 11 X 1 245 {0, -1}
504 10 X 324 332 {0, -1}
618 9 X 523 504 {0, 1, -1}
52 15 X 3 27 {0, 1}
167 13 X 3 52 {0, 1}
221 12 X 3 167 {0, 1}
497 10 X 221 429 {0, 1}
608 9 X 497 495 {0, 1, -1}
363 11 X 3 221 {0, 1}
519 10 X 363 361 {0, 1}
614 9 X 519 502 {0, 1, -1}
654 8 X 608 614 {0, 1, -1}
683 7 X 618 654 {0, 1, -1}
287 12 X 175 31 {0, 1}
396 11 X 3 287 {0, 1}
534 10 X 392 396 {0, 1}
26 16 X 3 1 {1, -1}
82 14 X 1 26 {1, -1}
28 16 X 3 4 {0, 1, -1}
110 14 X 19 28 {0, 1, -1}
195 13 X 82 110 {0, 1, -1}
108 14 X 18 27 {0, 1, -1}
305 12 X 195 108 {0, 1, -1}
414 11 X 82 305 {0, 1, -1}
84 14 X 1 28 {0, 1, -1}
194 13 X 82 84 {0, 1, -1}
109 14 X 19 27 {0, 1, -1}
303 12 X 194 109 {0, 1, -1}
413 11 X 82 303 {0, 1, -1}
546 10 X 414 413 {0, 1, -1}
622 9 X 534 546 {0, 1, -1}
29 16 X 3 5 {0, 1, -1}
111 14 X 20 29 {0, 1, -1}
247 12 X 82 111 {0, 1, -1}
575 9 X 457 247 {0, 1, -1}
411 11 X 82 247 {0, 1, -1}
584 9 X 470 411 {0, 1, -1}
641 8 X 575 584 {0, 1, -1}
686 7 X 622 641 {0, 1, -1}
722 6 X 683 686 {0, 1, -1}
745 5 X 729 722 {0, 1, -1}
62 15 X 7 31 {0, 1}
107 14 X 7 62 {0, 1}
73 15 X 39 3 {0, 1}
115 14 X 39 73 {0, 1}
260 12 X 107 115 {0, 1}
385 11 X 3 260 {0, 1}
63 15 X 13 34 {0, 1}
104 14 X 3 63 {0, 1}
75 15 X 41 3 {0, 1}
106 14 X 3 75 {0, 1}
258 12 X 104 106 {0, 1}
383 11 X 3 258 {0, 1}
529 10 X 385 383 {0, 1}
74 15 X 40 33 {0, 1}
116 14 X 40 74 {0, 1}
261 12 X 116 115 {0, 1}
386 11 X 3 261 {0, 1}
530 10 X 386 383 {0, 1}
621 9 X 529 530 {0, 1}
235 12 X 62 73 {0, 1}
372 11 X 3 235 {0, 1}
526 10 X 372 383 {0, 1}
239 12 X 74 73 {0, 1}
374 11 X 3 239 {0, 1}
528 10 X 374 383 {0, 1}
619 9 X 526 528 {0, 1}
657 8 X 621 619 {0, 1}
700 7 X 657 646 {0, 1}
732 6 X 700 690 {0, 1}
53 15 X 3 30 {0, 1}
168 13 X 3 53 {0, 1}
279 12 X 168 3 {0, 1}
394 11 X 3 279 {0, 1}
537 10 X 394 402 {0, 1}
624 9 X 537 507 {0, 1, -1}
536 10 X 394 389 {0, 1}
623 9 X 536 506 {0, 1, -1}
658 8 X 624 623 {0, 1, -1}
685 7 X 620 658 {0, 1, -1}
32 16 X 3 11 {0, 1, -1}
68 15 X 32 27 {0, 1, -1}
88 14 X 1 68 {0, 1, -1}
150 14 X 65 68 {0, 1, -1}
201 13 X 88 150 {0, 1, -1}
311 12 X 201 82 {0, 1, -1}
416 11 X 82 311 {0, 1, -1}
83 14 X 1 27 {0, 1, -1}
249 12 X 83 82 {0, 1, -1}
412 11 X 82 249 {0, 1, -1}
547 10 X 416 412 {0, 1, -1}
629 9 X 540 547 {0, 1, -1}
37 16 X 3 16 {0, 1, -1}
72 15 X 37 29 {0, 1, -1}
89 14 X 1 72 {0, 1, -1}
153 14 X 66 72 {0, 1, -1}
202 13 X 89 153 {0, 1, -1}
312 12 X 202 82 {0, 1, -1}
417 11 X 82 312 {0, 1, -1}
85 14 X 1 29 {0, 1, -1}
152 14 X 66 29 {0, 1, -1}
197 13 X 85 152 {0, 1, -1}
307 12 X 197 82 {0, 1, -1}
415 11 X 82 307 {0, 1, -1}
548 10 X 417 415 {0, 1, -1}
561 9 X 3 548 {0, 1, -1}
691 7 X 629 561 {0, 1, -1}
724 6 X 685 691 {0, 1, -1}
748 5 X 732 724 {0, 1, -1}
755 4 X 745 748 {0, 1, -1}
760 3 X 752 755 {0, 1, -1}
69 15 X 34 13 {0, 1}
105 14 X 3 69 {0, 1}
50 15 X 3 13 {0, 1}
132 14 X 50 69 {0, 1}
420 11 X 105 132 {0, 1}
56 15 X 3 34 {0, 1}
139 14 X 56 34 {0, 1}
186 13 X 3 139 {0, 1}
299 12 X 188 186 {0, 1}
567 9 X 299 188 {0, 1}
566 9 X 299 141 {0, 1}
639 8 X 567 566 {0, 1}
659 7 X 420 639 {0, 1}
54 15 X 3 31 {0, 1}
137 14 X 54 31 {0, 1}
185 13 X 3 137 {0, 1}
426 11 X 175 185 {0, 1}
135 14 X 52 27 {0, 1}
183 13 X 3 135 {0, 1}
425 11 X 174 183 {0, 1}
571 9 X 426 425 {0, 1}
223 12 X 3 185 {0, 1}
136 14 X 53 30 {0, 1}
184 13 X 3 136 {0, 1}
565 9 X 223 184 {0, 1}
670 7 X 571 565 {0, 1}
701 6 X 659 670 {0, 1}
178 13 X 3 97 {0, 1}
176 13 X 3 95 {0, 1}
291 12 X 178 176 {0, 1}
58 15 X 3 36 {0, 1}
144 14 X 58 36 {0, 1}
191 13 X 3 144 {0, 1}
300 12 X 191 186 {0, 1}
438 11 X 291 300 {0, 1}
244 12 X 80 79 {0, -1}
47 15 X 1 22 {0, -1}
127 14 X 47 22 {0, -1}
46 15 X 1 21 {0, -1}
123 14 X 46 21 {0, -1}
263 12 X 127 123 {0, -1}
431 11 X 244 263 {0, -1}
573 9 X 438 431 {0, 1, -1}
224 12 X 3 186 {0, 1}
460 10 X 3 224 {0, 1}
213 12 X 1 130 {0, -1}
216 12 X 1 160 {0, -1}
496 10 X 213 216 {0, -1}
579 9 X 460 496 {0, 1, -1}
578 9 X 460 213 {0, 1, -1}
643 8 X 579 578 {0, 1, -1}
672 7 X 573 643 {0, 1, -1}
77 14 X 1 19 {0, -1}
158 13 X 1 77 {0, -1}
271 12 X 158 76 {0, -1}
44 15 X 1 19 {0, -1}
120 14 X 44 19 {0, -1}
159 13 X 1 120 {0, -1}
43 15 X 1 18 {0, -1}
118 14 X 43 18 {0, -1}
272 12 X 159 118 {0, -1}
433 11 X 271 272 {0, -1}
572 9 X 426 433 {0, 1, -1}
459 10 X 3 223 {0, 1}
45 15 X 1 20 {0, -1}
121 14 X 45 20 {0, -1}
212 12 X 1 121 {0, -1}
577 9 X 459 212 {0, 1, -1}
671 7 X 572 577 {0, 1, -1}
710 6 X 672 671 {0, 1, -1}
733 5 X 701 710 {0, 1, -1}
51 15 X 3 15 {0, 1}
70 15 X 36 15 {0, 1}
134 14 X 51 70 {0, 1}
42 16 X 15 3 {0, 1}
61 15 X 3 42 {0, 1}
266 12 X 134 61 {0, 1}
388 11 X 3 266 {0, 1}
60 15 X 3 41 {0, 1}
103 14 X 3 60 {0, 1}
259 12 X 105 103 {0, 1}
384 11 X 3 259 {0, 1}
532 10 X 388 384 {0, 1}
667 7 X 532 3 {0, 1}
205 13 X 93 137 {0, 1}
315 12 X 205 3 {0, 1}
406 11 X 3 315 {0, 1}
541 10 X 406 377 {0, 1}
55 15 X 3 33 {0, 1}
138 14 X 55 33 {0, 1}
207 13 X 94 138 {0, 1}
317 12 X 207 3 {0, 1}
408 11 X 3 317 {0, 1}
543 10 X 408 376 {0, 1}
630 9 X 541 543 {0, 1}
59 15 X 3 38 {0, 1}
146 14 X 59 38 {0, 1}
209 13 X 98 146 {0, 1}
319 12 X 209 3 {0, 1}
410 11 X 3 319 {0, 1}
545 10 X 410 3 {0, 1}
560 9 X 3 545 {0, 1}
692 7 X 630 560 {0, 1}
709 6 X 667 692 {0, 1}
71 15 X 36 34 {0, 1}
140 14 X 56 71 {0, 1}
187 13 X 3 140 {0, 1}
296 12 X 187 3 {0, 1}
401 11 X 3 296 {0, 1}
289 12 X 176 3 {0, 1}
397 11 X 3 289 {0, 1}
539 10 X 401 397 {0, 1}
64 15 X 22 21 {0, -1}
125 14 X 46 64 {0, -1}
262 12 X 125 1 {0, -1}
333 11 X 1 262 {0, -1}
508 10 X 333 329 {0, -1}
626 9 X 539 508 {0, 1, -1}
555 9 X 3 1 {1, -1}
688 7 X 626 555 {0, 1, -1}
295 12 X 185 3 {0, 1}
400 11 X 3 295 {0, 1}
286 12 X 175 3 {0, 1}
395 11 X 3 286 {0, 1}
538 10 X 400 395 {0, 1}
119 14 X 43 65 {0, -1}
199 13 X 86 119 {0, -1}
309 12 X 199 1 {0, -1}
340 11 X 1 309 {0, -1}
511 10 X 340 328 {0, -1}
625 9 X 538 511 {0, 1, -1}
81 14 X 1 25 {0, -1}
49 15 X 1 25 {0, -1}
131 14 X 49 25 {0, -1}
193 13 X 81 131 {0, -1}
302 12 X 193 1 {0, -1}
338 11 X 1 302 {0, -1}
509 10 X 338 1 {0, -1}
557 9 X 3 509 {0, 1, -1}
687 7 X 625 557 {0, 1, -1}
726 6 X 688 687 {0, 1, -1}
741 5 X 709 726 {0, 1, -1}
749 4 X 733 741 {0, 1, -1}
148 14 X 60 69 {0, 1}
421 11 X 105 148 {0, 1}
550 10 X 420 421 {0, 1}
549 10 X 420 105 {0, 1}
637 8 X 550 549 {0, 1}
699 7 X 637 639 {0, 1}
552 10 X 426 175 {0, 1}
551 10 X 425 174 {0, 1}
631 9 X 552 551 {0, 1}
693 7 X 631 565 {0, 1}
731 6 X 699 693 {0, 1}
143 14 X 58 34 {0, 1}
190 13 X 3 143 {0, 1}
292 12 X 178 190 {0, 1}
501 10 X 300 292 {0, 1}
126 14 X 47 21 {0, -1}
246 12 X 80 126 {0, -1}
499 10 X 263 246 {0, -1}
612 9 X 501 499 {0, 1, -1}
169 13 X 3 56 {0, 1}
222 12 X 3 169 {0, 1}
498 10 X 222 224 {0, 1}
610 9 X 498 496 {0, 1, -1}
609 9 X 498 213 {0, 1, -1}
655 8 X 610 609 {0, 1, -1}
679 7 X 612 655 {0, 1, -1}
142 14 X 58 31 {0, 1}
189 13 X 3 142 {0, 1}
427 11 X 189 3 {0, 1}
288 12 X 175 189 {0, 1}
437 11 X 288 3 {0, 1}
553 10 X 427 437 {0, 1}
129 14 X 47 28 {0, 1, -1}
196 13 X 82 129 {0, 1, -1}
124 14 X 46 27 {0, 1, -1}
306 12 X 196 124 {0, 1, -1}
440 11 X 306 82 {0, 1, -1}
128 14 X 47 27 {0, 1, -1}
304 12 X 194 128 {0, 1, -1}
439 11 X 304 82 {0, 1, -1}
554 10 X 440 439 {0, 1, -1}
632 9 X 553 554 {0, 1, -1}
430 11 X 223 3 {0, 1}
488 10 X 3 430 {0, 1}
122 14 X 45 29 {0, 1, -1}
248 12 X 82 122 {0, 1, -1}
432 11 X 248 82 {0, 1, -1}
601 9 X 488 432 {0, 1, -1}
694 7 X 632 601 {0, 1, -1}
719 6 X 679 694 {0, 1, -1}
747 5 X 731 719 {0, 1, -1}
133 14 X 51 36 {0, 1}
149 14 X 61 3 {0, 1}
265 12 X 133 149 {0, 1}
387 11 X 3 265 {0, 1}
531 10 X 387 378 {0, 1}
269 12 X 144 3 {0, 1}
391 11 X 3 269 {0, 1}
533 10 X 391 378 {0, 1}
636 8 X 531 533 {0, 1}
698 7 X 636 3 {0, 1}
730 6 X 698 692 {0, 1}
556 9 X 3 82 {1, -1}
725 6 X 688 556 {0, 1, -1}
746 5 X 730 725 {0, 1, -1}
756 4 X 747 746 {0, 1, -1}
757 3 X 749 756 {0, 1, -1}
762 2 X 760 757 {0, 1, -1}
346 11 X 3 50 {0, 1}
463 10 X 3 346 {0, 1}
280 12 X 168 52 {0, 1}
170 13 X 3 57 {0, 1}
281 12 X 170 56 {0, 1}
435 11 X 280 281 {0, 1}
489 10 X 3 435 {0, 1}
424 11 X 168 170 {0, 1}
486 10 X 3 424 {0, 1}
602 9 X 489 486 {0, 1}
234 12 X 57 56 {0, 1}
371 11 X 3 234 {0, 1}
473 10 X 3 371 {0, 1}
347 11 X 3 57 {0, 1}
464 10 X 3 347 {0, 1}
588 9 X 473 464 {0, 1}
652 8 X 602 588 {0, 1}
660 7 X 463 652 {0, 1}
702 6 X 660 3 {0, 1}
472 10 X 3 368 {0, 1}
448 10 X 1 325 {0, -1}
587 9 X 472 448 {0, 1, -1}
452 10 X 1 428 {0, -1}
599 9 X 487 452 {0, 1, -1}
447 10 X 1 323 {0, -1}
585 9 X 471 447 {0, 1, -1}
650 8 X 599 585 {0, 1, -1}
673 7 X 587 650 {0, 1, -1}
711 6 X 673 555 {0, 1, -1}
734 5 X 702 711 {0, 1, -1}
100 14 X 3 50 {0, 1}
349 11 X 3 100 {0, 1}
465 10 X 3 349 {0, 1}
102 14 X 3 57 {0, 1}
179 13 X 3 102 {0, 1}
145 14 X 58 56 {0, 1}
293 12 X 179 145 {0, 1}
399 11 X 3 293 {0, 1}
481 10 X 3 399 {0, 1}
359 11 X 3 179 {0, 1}
469 10 X 3 359 {0, 1}
596 9 X 481 469 {0, 1}
257 12 X 102 145 {0, 1}
382 11 X 3 257 {0, 1}
477 10 X 3 382 {0, 1}
351 11 X 3 102 {0, 1}
467 10 X 3 351 {0, 1}
592 9 X 477 467 {0, 1}
647 8 X 596 592 {0, 1}
662 7 X 465 647 {0, 1}
704 6 X 662 3 {0, 1}
254 12 X 95 113 {0, 1}
379 11 X 3 254 {0, 1}
474 10 X 3 379 {0, 1}
242 12 X 79 112 {0, -1}
330 11 X 1 242 {0, -1}
449 10 X 1 330 {0, -1}
589 9 X 474 449 {0, 1, -1}
154 14 X 71 34 {0, 1}
298 12 X 188 154 {0, 1}
403 11 X 3 298 {0, 1}
483 10 X 3 403 {0, 1}
321 11 X 1 160 {0, -1}
446 10 X 1 321 {0, -1}
598 9 X 483 446 {0, 1, -1}
268 12 X 141 154 {0, 1}
390 11 X 3 268 {0, 1}
479 10 X 3 390 {0, 1}
320 11 X 1 130 {0, -1}
445 10 X 1 320 {0, -1}
594 9 X 479 445 {0, 1, -1}
649 8 X 598 594 {0, 1, -1}
674 7 X 589 649 {0, 1, -1}
712 6 X 674 555 {0, 1, -1}
736 5 X 704 712 {0, 1, -1}
750 4 X 734 736 {0, 1, -1}
147 14 X 60 50 {0, 1}
353 11 X 3 147 {0, 1}
468 10 X 3 353 {0, 1}
633 8 X 468 465 {0, 1}
461 10 X 3 281 {0, 1}
456 10 X 3 170 {0, 1}
580 9 X 461 456 {0, 1}
644 8 X 580 588 {0, 1}
695 7 X 633 644 {0, 1}
727 6 X 695 3 {0, 1}
476 10 X 3 381 {0, 1}
451 10 X 1 332 {0, -1}
591 9 X 476 451 {0, 1, -1}
458 10 X 3 219 {0, 1}
442 10 X 1 215 {0, -1}
576 9 X 458 442 {0, 1, -1}
642 8 X 576 585 {0, 1, -1}
675 7 X 591 642 {0, 1, -1}
714 6 X 675 556 {0, 1, -1}
743 5 X 727 714 {0, 1, -1}
101 14 X 3 56 {0, 1}
350 11 X 3 101 {0, 1}
466 10 X 3 350 {0, 1}
664 7 X 466 647 {0, 1}
706 6 X 664 3 {0, 1}
713 6 X 674 556 {0, 1, -1}
738 5 X 706 713 {0, 1, -1}
753 4 X 743 738 {0, 1, -1}
758 3 X 750 753 {0, 1, -1}
418 11 X 100 50 {0, 1}
484 10 X 3 418 {0, 1}
282 12 X 170 169 {0, 1}
462 10 X 3 282 {0, 1}
582 9 X 462 456 {0, 1}
454 10 X 3 57 {0, 1}
581 9 X 462 454 {0, 1}
645 8 X 582 581 {0, 1}
665 7 X 484 645 {0, 1}
707 6 X 665 3 {0, 1}
161 13 X 3 1 {1, -1}
172 13 X 3 80 {0, 1, -1}
171 13 X 3 79 {0, 1, -1}
284 12 X 172 171 {0, 1, -1}
182 13 X 3 127 {0, 1, -1}
180 13 X 3 123 {0, 1, -1}
294 12 X 182 180 {0, 1, -1}
436 11 X 284 294 {0, 1, -1}
493 10 X 161 436 {0, 1, -1}
453 10 X 1 431 {0, -1}
607 9 X 493 453 {0, 1, -1}
274 12 X 161 180 {0, 1, -1}
490 10 X 161 274 {0, 1, -1}
443 10 X 1 216 {0, -1}
604 9 X 490 443 {0, 1, -1}
441 10 X 1 213 {0, -1}
603 9 X 490 441 {0, 1, -1}
653 8 X 604 603 {0, 1, -1}
678 7 X 607 653 {0, 1, -1}
562 9 X 161 1 {1, -1}
718 6 X 678 562 {0, 1, -1}
739 5 X 707 718 {0, 1, -1}
661 7 X 465 3 {0, 1}
703 6 X 661 3 {0, 1}
181 13 X 3 126 {0, 1, -1}
283 12 X 171 181 {0, 1, -1}
422 11 X 161 283 {0, 1, -1}
492 10 X 161 422 {0, 1, -1}
243 12 X 79 126 {0, -1}
331 11 X 1 243 {0, -1}
450 10 X 1 331 {0, -1}
606 9 X 492 450 {0, 1, -1}
677 7 X 606 562 {0, 1, -1}
716 6 X 677 562 {0, 1, -1}
735 5 X 703 716 {0, 1, -1}
751 4 X 739 735 {0, 1, -1}
419 11 X 100 147 {0, 1}
485 10 X 3 419 {0, 1}
455 10 X 3 100 {0, 1}
634 8 X 485 455 {0, 1}
696 7 X 634 645 {0, 1}
728 6 X 696 3 {0, 1}
285 12 X 172 181 {0, 1, -1}
491 10 X 161 285 {0, 1, -1}
444 10 X 1 246 {0, -1}
605 9 X 491 444 {0, 1, -1}
676 7 X 605 653 {0, 1, -1}
173 13 X 3 82 {1, -1}
563 9 X 173 82 {1, -1}
715 6 X 676 563 {0, 1, -1}
744 5 X 728 715 {0, 1, -1}
663 7 X 466 3 {0, 1}
705 6 X 663 3 {0, 1}
717 6 X 677 563 {0, 1, -1}
737 5 X 705 717 {0, 1, -1}
754 4 X 744 737 {0, 1, -1}
759 3 X 751 754 {0, 1, -1}
761 2 X 758 759 {0, 1, -1}
763 1 X 762 761 {0, 1, -1}
